timestamp,user_id,ticker,investment_amount,best_model,rmse,mape,profit,profit_percentage,processing_time
2026-01-14T22:05:38.249753,290392249,AAPL,1000,RandomForestModel,23.51212089035417,7.426356519892313,0.3608196546894078,0.03608196546894078,26.523666620254517
2026-01-14T22:07:34.261991,290392249,MSFT,1000,RandomForestModel,13.010744258238628,2.0845855153675994,0,0.0,3.675673723220825
2026-01-14T22:10:16.334189,290392249,NFLX,1000,RandomForestModel,4.57993699718252,3.1202384430168024,31.41545216309919,3.141545216309919,4.337251663208008
2026-01-14T22:31:08.038470,290392249,AAPL,1000,RandomForestModel,23.51212089035417,7.426356519892313,0.3608196546894078,0.03608196546894078,22.925352096557617
2026-01-14T22:32:12.886810,290392249,NFLX,1000,RandomForestModel,4.57993699718252,3.1202384430168024,31.41545216309919,3.141545216309919,3.6105897426605225
2026-01-14T22:33:04.888845,290392249,VALE,1000,RandomForestModel,1.360497129178626,7.830268868813146,0.025473738143091396,0.0025473738143091396,3.534008502960205
2026-01-14T22:33:33.315132,290392249,TSLA,1000,RandomForestModel,42.39008574264792,8.115977315048864,17.904904682347592,1.790490468234759,3.445716619491577
2026-01-14T22:43:33.516568,290392249,AAPL,1000,RandomForestModel,23.51212089035417,7.426356519892313,0.3608196546894078,0.03608196546894078,4.082520008087158
2026-01-14T22:45:27.499252,290392249,MSFT,1000,RandomForestModel,13.010744258238628,2.0845855153675994,0,0.0,4.369139909744263
2026-01-14T22:47:01.127138,290392249,MSFT,1000,RandomForestModel,13.010744258238628,2.0845855153675994,0,0.0,15.101877927780151
